Age,Gender,Purchase_Frequency,Purchase_Amount,Product_Category,Location
71,M,3,420,Electronics,East
38,F,5,449,Electronics,West
28,M,11,114,Fashion,North
54,F,6,390,Electronics,West
53,F,2,343,Fashion,West
52,F,3,310,Home & Kitchen,West
36,M,6,482,Fashion,North
37,M,3,180,Fashion,South
74,M,5,117,Sports & Outdoors,West
35,F,9,415,Electronics,North
64,M,3,364,Home & Kitchen,South
58,M,11,170,Home & Kitchen,West
66,M,6,292,Sports & Outdoors,East
31,M,11,49,Fashion,North
32,M,5,35,Home & Kitchen,West
48,M,5,92,Home & Kitchen,North
18,M,11,182,Fashion,East
70,M,6,496,Fashion,North
71,M,6,182,Home & Kitchen,South
71,M,1,291,Fashion,West
20,F,11,79,Electronics,North
33,F,9,332,Home & Kitchen,North
40,M,5,15,Fashion,West
74,F,1,293,Home & Kitchen,East
28,F,8,204,Home & Kitchen,East
29,M,7,22,Sports & Outdoors,West
27,M,7,72,Electronics,West
49,M,5,22,Electronics,South
33,F,1,258,Sports & Outdoors,North
25,M,9,214,Sports & Outdoors,North
55,F,11,394,Home & Kitchen,East
29,M,9,262,Electronics,South
41,F,8,49,Sports & Outdoors,North
45,F,5,174,Fashion,South
70,M,3,40,Home & Kitchen,West
25,M,8,26,Electronics,North
45,F,1,146,Home & Kitchen,West
53,F,3,374,Home & Kitchen,East
43,M,11,329,Fashion,East
25,M,7,322,Fashion,West
67,F,4,406,Sports & Outdoors,East
45,M,7,174,Fashion,West
45,F,11,407,Electronics,West
54,M,5,468,Sports & Outdoors,West
58,M,6,290,Electronics,East
53,M,7,232,Electronics,East
44,F,10,131,Sports & Outdoors,East
71,M,7,87,Fashion,West
34,F,7,322,Home & Kitchen,South
26,M,7,336,Fashion,East
50,F,11,97,Electronics,South
70,F,7,122,Electronics,East
37,M,3,109,Sports & Outdoors,North
30,F,3,435,Electronics,North
45,F,7,435,Sports & Outdoors,North
65,F,2,312,Sports & Outdoors,South
46,F,2,381,Fashion,East
30,M,3,437,Electronics,West
63,M,4,434,Fashion,South
52,M,6,396,Home & Kitchen,East
23,F,8,248,Fashion,North
35,F,10,355,Electronics,South
68,M,10,120,Home & Kitchen,East
22,M,7,99,Electronics,West
64,F,4,394,Home & Kitchen,South
42,M,2,472,Electronics,West
19,M,2,148,Fashion,South
27,F,4,494,Electronics,North
73,M,6,144,Sports & Outdoors,North
47,F,3,21,Sports & Outdoors,North
67,M,6,253,Fashion,West
62,F,5,431,Fashion,North
22,F,5,191,Home & Kitchen,West
72,F,2,204,Fashion,West
73,F,8,371,Sports & Outdoors,West
50,F,5,131,Fashion,North
71,M,11,62,Sports & Outdoors,East
18,M,2,483,Fashion,West
35,M,7,487,Sports & Outdoors,East
49,F,9,425,Home & Kitchen,West
64,M,9,365,Electronics,North
66,F,1,182,Electronics,North
28,F,7,188,Sports & Outdoors,North
38,M,9,302,Fashion,South
43,F,6,384,Fashion,North
42,M,1,68,Electronics,East
39,F,2,63,Sports & Outdoors,West
44,F,4,411,Fashion,East
66,M,4,266,Electronics,South
30,F,2,254,Sports & Outdoors,East
50,M,8,158,Home & Kitchen,West
51,F,2,293,Fashion,West
58,M,3,377,Fashion,North
52,F,4,25,Sports & Outdoors,South
18,M,9,185,Electronics,South
38,M,10,37,Sports & Outdoors,East
65,F,1,415,Electronics,North
72,M,8,476,Sports & Outdoors,North
23,F,5,377,Home & Kitchen,North
45,F,7,138,Fashion,West
34,M,8,232,Electronics,South
22,M,5,381,Home & Kitchen,East
48,M,8,253,Sports & Outdoors,East
22,M,10,435,Electronics,East
55,M,11,363,Electronics,North
20,F,8,247,Home & Kitchen,South
70,M,9,241,Sports & Outdoors,South
40,F,2,335,Home & Kitchen,West
54,M,3,101,Sports & Outdoors,West
70,M,1,12,Home & Kitchen,West
54,M,4,488,Home & Kitchen,East
27,F,5,473,Home & Kitchen,East
27,M,11,90,Home & Kitchen,South
36,F,1,53,Sports & Outdoors,West
34,F,8,164,Fashion,East
38,F,2,444,Home & Kitchen,West
31,M,1,33,Sports & Outdoors,West
26,F,2,413,Fashion,South
63,M,5,425,Electronics,South
18,F,9,108,Electronics,East
68,M,9,406,Home & Kitchen,South
62,F,2,377,Electronics,West
30,M,2,180,Home & Kitchen,South
21,M,3,157,Home & Kitchen,West
18,M,7,132,Fashion,West
66,F,11,121,Electronics,East
57,F,3,139,Home & Kitchen,East
49,M,1,77,Electronics,East
51,F,6,356,Fashion,West
45,F,3,325,Electronics,South
48,F,1,226,Fashion,East
25,F,4,397,Fashion,East
56,F,1,389,Fashion,South
43,F,1,105,Home & Kitchen,South
51,F,2,154,Sports & Outdoors,East
71,M,10,394,Home & Kitchen,West
71,M,8,42,Electronics,West
20,F,2,295,Home & Kitchen,East
67,M,11,14,Home & Kitchen,South
29,M,2,127,Sports & Outdoors,West
18,M,11,149,Electronics,South
71,F,11,239,Fashion,North
61,F,10,169,Fashion,South
22,F,10,303,Electronics,South
47,F,8,258,Home & Kitchen,North
47,F,6,282,Sports & Outdoors,West
74,M,11,195,Sports & Outdoors,West
34,F,4,374,Electronics,West
65,M,3,49,Electronics,East
64,F,1,233,Home & Kitchen,North
40,M,11,161,Sports & Outdoors,South
32,F,3,149,Electronics,North
54,F,9,376,Home & Kitchen,North
38,F,5,137,Home & Kitchen,North
31,F,6,360,Electronics,North
19,F,5,156,Sports & Outdoors,North
28,F,1,294,Fashion,North
68,M,10,478,Home & Kitchen,East
56,F,1,227,Fashion,North
55,M,4,445,Home & Kitchen,North
51,F,3,229,Sports & Outdoors,West
55,M,11,154,Fashion,North
67,M,8,338,Electronics,North
51,M,7,286,Home & Kitchen,West
35,M,11,251,Electronics,West
47,M,7,69,Electronics,West
32,M,8,107,Sports & Outdoors,South
44,F,10,340,Electronics,North
68,M,7,384,Home & Kitchen,North
51,F,10,413,Electronics,North
69,F,2,378,Electronics,West
74,M,4,190,Home & Kitchen,East
55,M,11,123,Electronics,North
50,F,6,112,Sports & Outdoors,West
41,M,3,345,Home & Kitchen,West
32,M,3,328,Sports & Outdoors,West
47,M,6,66,Electronics,South
72,M,1,294,Fashion,West
59,M,1,138,Sports & Outdoors,East
68,M,5,389,Sports & Outdoors,South
34,M,1,475,Electronics,West
22,F,10,324,Fashion,East
46,M,8,457,Home & Kitchen,East
21,F,2,95,Fashion,North
27,F,6,209,Home & Kitchen,West
73,F,10,80,Electronics,West
34,F,10,354,Fashion,North
27,M,5,487,Electronics,East
34,F,10,107,Sports & Outdoors,West
37,F,4,309,Fashion,North
41,F,1,185,Home & Kitchen,North
22,F,3,242,Sports & Outdoors,East
51,F,4,381,Home & Kitchen,East
23,M,2,84,Sports & Outdoors,West
70,M,2,152,Home & Kitchen,West
19,F,2,428,Home & Kitchen,South
30,M,11,32,Electronics,East
60,M,1,190,Sports & Outdoors,South
60,F,10,54,Electronics,South
65,F,2,478,Electronics,North
28,F,6,101,Electronics,North
68,M,3,278,Electronics,West
64,F,10,43,Home & Kitchen,East
74,M,5,175,Electronics,East
40,M,1,79,Electronics,South
72,M,8,373,Electronics,South
33,F,4,205,Home & Kitchen,West
48,M,9,142,Sports & Outdoors,North
28,F,4,256,Home & Kitchen,East
71,F,2,391,Home & Kitchen,East
33,F,3,177,Home & Kitchen,East
25,F,5,463,Sports & Outdoors,East
21,F,10,286,Electronics,North
57,M,6,165,Electronics,West
21,M,7,396,Sports & Outdoors,West
73,M,4,32,Sports & Outdoors,North
42,M,7,209,Fashion,West
20,M,10,284,Electronics,West
49,F,3,468,Home & Kitchen,South
20,F,7,59,Home & Kitchen,North
44,M,4,467,Electronics,West
46,M,8,195,Sports & Outdoors,South
49,M,9,485,Fashion,North
67,F,7,29,Home & Kitchen,North
68,F,8,125,Fashion,East
36,F,8,101,Home & Kitchen,South
38,M,2,358,Home & Kitchen,South
22,M,9,465,Electronics,South
35,M,6,348,Home & Kitchen,North
45,M,11,62,Fashion,East
59,F,4,132,Fashion,North
39,M,5,350,Electronics,West
38,M,10,347,Home & Kitchen,West
23,M,5,274,Fashion,West
18,F,7,13,Sports & Outdoors,East
22,F,9,178,Electronics,North
58,M,7,290,Sports & Outdoors,South
29,F,9,299,Fashion,West
43,F,4,82,Sports & Outdoors,West
63,F,10,146,Electronics,North
51,F,10,347,Sports & Outdoors,South
66,F,4,265,Fashion,East
31,M,6,468,Sports & Outdoors,West
43,M,8,150,Sports & Outdoors,West
62,M,9,495,Sports & Outdoors,West
44,F,1,402,Home & Kitchen,South
26,F,1,217,Fashion,West
43,F,8,269,Sports & Outdoors,South
74,F,11,427,Fashion,West
64,M,7,272,Sports & Outdoors,West
74,M,9,280,Electronics,South
39,M,11,47,Electronics,South
64,M,3,212,Electronics,East
73,M,10,233,Sports & Outdoors,North
47,M,5,356,Fashion,West
60,F,3,487,Electronics,West
65,F,5,61,Home & Kitchen,North
34,M,10,90,Electronics,North
43,F,1,365,Electronics,North
53,M,11,220,Home & Kitchen,West
18,M,4,16,Electronics,West
25,F,6,372,Sports & Outdoors,West
66,M,2,54,Sports & Outdoors,South
52,M,7,324,Electronics,East
69,M,8,387,Fashion,East
32,F,1,286,Fashion,North
64,F,4,421,Electronics,North
73,F,11,268,Home & Kitchen,West
39,F,4,151,Sports & Outdoors,East
31,M,5,267,Sports & Outdoors,East
43,F,4,294,Sports & Outdoors,South
45,F,9,411,Electronics,West
40,F,7,46,Sports & Outdoors,West
31,M,2,438,Electronics,East
41,F,1,54,Electronics,East
19,F,9,417,Fashion,South
62,M,1,129,Home & Kitchen,South
43,M,6,55,Home & Kitchen,West
31,M,2,149,Home & Kitchen,South
73,M,4,62,Sports & Outdoors,East
68,F,6,310,Fashion,West
24,M,5,297,Fashion,East
20,F,11,283,Electronics,West
64,F,6,278,Fashion,West
40,F,3,397,Electronics,East
63,F,5,288,Fashion,West
60,F,2,71,Electronics,West
64,M,7,63,Sports & Outdoors,South
62,F,3,467,Fashion,East
35,F,1,448,Home & Kitchen,East
55,F,8,78,Electronics,South
52,M,8,251,Fashion,West
68,F,3,433,Fashion,North
32,F,7,279,Electronics,North
42,M,9,261,Fashion,East
72,F,8,363,Home & Kitchen,South
54,F,3,293,Electronics,West
45,M,2,465,Electronics,South
27,F,10,473,Electronics,West
56,F,7,360,Electronics,East
74,F,7,80,Electronics,East
34,F,9,332,Home & Kitchen,North
56,F,5,422,Electronics,South
39,M,4,109,Home & Kitchen,East
43,M,8,70,Home & Kitchen,South
61,M,4,112,Home & Kitchen,East
42,F,4,461,Electronics,West
34,F,2,402,Home & Kitchen,West
30,F,1,128,Electronics,North
37,M,4,26,Home & Kitchen,East
42,F,7,314,Electronics,North
21,F,9,200,Fashion,North
27,F,9,221,Fashion,East
20,M,10,87,Home & Kitchen,East
58,M,1,55,Sports & Outdoors,West
62,F,5,102,Sports & Outdoors,North
35,F,7,386,Fashion,West
64,F,7,22,Home & Kitchen,South
53,M,10,237,Home & Kitchen,South
64,M,6,310,Home & Kitchen,North
39,M,11,446,Sports & Outdoors,North
51,F,10,26,Fashion,East
64,M,4,312,Home & Kitchen,East
25,F,3,71,Fashion,North
57,F,9,443,Fashion,North
66,M,10,52,Electronics,South
61,F,4,77,Sports & Outdoors,West
36,M,8,389,Fashion,South
59,F,1,221,Electronics,South
58,F,7,212,Sports & Outdoors,West
54,M,6,499,Home & Kitchen,North
23,F,1,223,Home & Kitchen,North
69,F,4,118,Electronics,South
43,F,5,465,Home & Kitchen,South
51,F,11,293,Electronics,West
73,F,8,438,Electronics,East
62,F,4,434,Home & Kitchen,East
23,F,3,103,Sports & Outdoors,North
54,F,2,234,Electronics,East
74,M,4,234,Sports & Outdoors,North
50,M,11,248,Sports & Outdoors,North
70,F,10,127,Electronics,North
39,F,4,429,Sports & Outdoors,West
38,M,10,100,Electronics,South
23,F,5,349,Home & Kitchen,East
23,M,7,298,Home & Kitchen,West
72,M,9,290,Home & Kitchen,East
65,M,2,28,Home & Kitchen,West
21,F,5,184,Home & Kitchen,East
47,F,11,478,Sports & Outdoors,East
28,F,10,115,Sports & Outdoors,South
47,M,9,298,Sports & Outdoors,East
48,M,3,257,Fashion,West
41,M,1,332,Fashion,East
72,F,2,151,Electronics,South
26,M,6,472,Fashion,East
72,M,5,426,Home & Kitchen,West
20,F,1,307,Home & Kitchen,East
68,M,1,479,Home & Kitchen,South
48,M,11,202,Electronics,South
57,F,4,360,Electronics,South
54,F,4,312,Electronics,South
53,M,6,300,Electronics,North
41,F,6,382,Sports & Outdoors,South
48,M,10,477,Electronics,East
23,F,6,425,Electronics,East
19,M,1,448,Fashion,East
37,F,10,447,Sports & Outdoors,East
45,M,9,341,Home & Kitchen,North
28,F,11,444,Fashion,North
21,F,7,217,Electronics,North
32,F,7,452,Home & Kitchen,East
23,F,11,465,Home & Kitchen,West
71,F,7,257,Home & Kitchen,West
66,F,2,151,Fashion,East
47,F,2,411,Sports & Outdoors,South
73,M,6,393,Sports & Outdoors,South
55,M,7,320,Home & Kitchen,East
68,F,3,231,Electronics,South
74,F,4,234,Sports & Outdoors,South
19,M,3,363,Sports & Outdoors,West
32,M,7,193,Electronics,East
28,F,7,373,Fashion,North
25,M,4,314,Fashion,West
43,M,7,491,Electronics,East
68,F,5,197,Fashion,East
62,F,1,122,Home & Kitchen,West
61,F,10,190,Sports & Outdoors,South
22,M,4,208,Fashion,South
23,F,7,399,Home & Kitchen,West
43,F,2,79,Home & Kitchen,East
71,M,2,95,Home & Kitchen,North
21,F,1,401,Home & Kitchen,East
36,M,2,494,Home & Kitchen,North
37,M,10,408,Electronics,North
50,M,8,419,Sports & Outdoors,East
37,M,11,48,Sports & Outdoors,East
66,M,8,140,Electronics,East
29,M,8,450,Electronics,North
64,F,1,19,Home & Kitchen,South
18,F,1,12,Fashion,North
43,F,10,487,Sports & Outdoors,North
31,M,4,311,Fashion,North
55,F,6,159,Sports & Outdoors,West
54,M,8,76,Home & Kitchen,South
28,F,2,202,Fashion,North
53,M,3,106,Sports & Outdoors,North
30,F,6,28,Sports & Outdoors,West
60,M,10,493,Home & Kitchen,North
20,F,4,327,Fashion,South
50,M,2,107,Home & Kitchen,North
23,F,7,66,Fashion,South
67,M,4,360,Fashion,South
73,F,8,116,Sports & Outdoors,East
27,F,8,97,Electronics,West
22,F,7,469,Fashion,West
40,M,10,150,Fashion,West
27,M,9,153,Home & Kitchen,East
61,M,4,409,Fashion,East
19,M,7,380,Fashion,South
30,M,10,384,Fashion,West
57,F,10,61,Fashion,East
19,M,1,221,Fashion,East
37,F,4,50,Electronics,East
18,F,2,313,Sports & Outdoors,South
54,M,9,100,Fashion,North
26,F,5,48,Home & Kitchen,East
34,M,3,22,Home & Kitchen,East
26,M,4,397,Fashion,East
28,M,6,105,Fashion,West
32,F,10,118,Fashion,West
41,M,1,113,Electronics,East
55,M,7,363,Sports & Outdoors,South
72,M,8,240,Home & Kitchen,North
52,F,7,52,Electronics,West
47,M,7,218,Electronics,North
48,F,9,97,Fashion,East
66,F,4,102,Sports & Outdoors,West
22,M,7,183,Fashion,North
61,F,9,485,Home & Kitchen,East
67,F,5,135,Sports & Outdoors,West
31,M,2,118,Fashion,East
70,M,5,56,Home & Kitchen,West
73,M,4,223,Electronics,North
28,F,8,101,Home & Kitchen,North
26,M,5,190,Home & Kitchen,West
51,F,9,418,Home & Kitchen,South
29,F,9,50,Sports & Outdoors,East
52,F,3,268,Electronics,North
52,F,10,130,Sports & Outdoors,South
18,F,6,86,Electronics,West
57,M,6,104,Fashion,North
39,M,4,278,Fashion,North
46,F,11,370,Home & Kitchen,East
25,F,10,27,Home & Kitchen,South
28,M,3,302,Sports & Outdoors,East
58,M,1,180,Electronics,West
54,F,7,171,Electronics,North
31,F,5,474,Electronics,South
47,M,10,320,Home & Kitchen,East
52,M,7,61,Home & Kitchen,South
38,F,1,478,Electronics,West
54,M,8,45,Home & Kitchen,North
22,M,3,447,Electronics,South
36,F,7,196,Sports & Outdoors,West
31,F,3,379,Fashion,West
43,F,3,257,Electronics,North
21,M,10,61,Home & Kitchen,East
42,F,9,497,Sports & Outdoors,North
62,M,2,28,Home & Kitchen,North
59,F,4,405,Home & Kitchen,South
42,F,6,101,Home & Kitchen,South
35,M,3,148,Electronics,East
57,M,10,313,Sports & Outdoors,West
25,F,10,366,Electronics,South
56,F,7,229,Fashion,East
57,M,7,108,Electronics,North
31,F,5,245,Fashion,West
49,M,3,216,Sports & Outdoors,North
68,M,2,153,Sports & Outdoors,West
55,F,4,208,Electronics,South
50,M,4,312,Electronics,North
40,M,11,332,Home & Kitchen,North
32,M,8,296,Fashion,West
50,F,8,341,Home & Kitchen,East
42,M,5,273,Home & Kitchen,West
34,F,6,226,Sports & Outdoors,South
50,F,8,198,Electronics,East
64,F,1,53,Sports & Outdoors,North
72,M,5,443,Electronics,North
19,M,4,300,Sports & Outdoors,North
31,F,4,469,Sports & Outdoors,South
70,F,11,198,Sports & Outdoors,North
57,M,2,478,Fashion,North
57,F,10,483,Sports & Outdoors,East
68,F,1,448,Fashion,South
56,M,6,203,Sports & Outdoors,North
68,F,7,279,Electronics,East
23,M,5,375,Fashion,North
23,M,8,269,Electronics,East
20,F,9,410,Electronics,North
24,M,11,248,Electronics,South
68,M,11,121,Fashion,West
25,M,2,78,Home & Kitchen,South
59,F,11,417,Fashion,East
69,F,4,58,Home & Kitchen,North
32,F,11,320,Fashion,South
64,M,9,464,Sports & Outdoors,North
46,M,5,160,Home & Kitchen,South
50,F,3,248,Sports & Outdoors,East
69,F,6,346,Home & Kitchen,West
47,M,3,405,Fashion,South
56,F,5,404,Fashion,North
44,F,3,124,Home & Kitchen,North
53,F,6,84,Sports & Outdoors,North
46,F,10,107,Electronics,East
55,F,5,392,Home & Kitchen,East
74,M,9,120,Home & Kitchen,West
50,F,3,366,Sports & Outdoors,North
54,F,6,379,Electronics,West
44,M,8,294,Home & Kitchen,North
72,M,7,265,Electronics,South
50,M,6,327,Electronics,South
21,M,2,318,Fashion,South
39,F,7,126,Sports & Outdoors,North
19,F,8,185,Home & Kitchen,South
27,F,1,237,Home & Kitchen,North
22,F,9,356,Electronics,West
27,M,4,115,Home & Kitchen,East
50,M,8,351,Electronics,South
71,F,10,393,Home & Kitchen,North
55,F,7,459,Sports & Outdoors,North
30,F,10,248,Home & Kitchen,West
48,F,7,109,Electronics,West
64,M,2,185,Electronics,East
53,F,1,359,Home & Kitchen,West
62,M,4,452,Home & Kitchen,East
41,M,2,464,Electronics,East
69,M,8,450,Fashion,West
73,M,10,258,Fashion,East
32,F,7,85,Home & Kitchen,South
46,F,8,12,Sports & Outdoors,East
25,F,11,90,Home & Kitchen,North
22,F,6,370,Sports & Outdoors,North
46,M,1,297,Home & Kitchen,North
64,M,9,17,Electronics,West
21,M,6,96,Home & Kitchen,North
29,F,10,495,Sports & Outdoors,West
62,M,1,295,Sports & Outdoors,North
19,M,1,408,Home & Kitchen,East
44,M,8,83,Home & Kitchen,West
48,M,6,448,Fashion,North
68,F,8,132,Home & Kitchen,East
68,M,8,386,Home & Kitchen,West
53,M,11,303,Electronics,East
53,F,8,152,Sports & Outdoors,East
43,F,10,167,Fashion,East
60,F,7,439,Electronics,West
44,M,7,457,Home & Kitchen,West
22,M,10,419,Sports & Outdoors,South
37,M,4,380,Home & Kitchen,South
28,M,9,118,Home & Kitchen,South
27,F,2,343,Home & Kitchen,South
57,M,11,204,Home & Kitchen,West
55,M,9,45,Sports & Outdoors,South
23,F,10,99,Electronics,North
25,F,3,471,Home & Kitchen,South
40,F,2,424,Home & Kitchen,North
64,M,4,471,Fashion,North
43,M,5,305,Fashion,East
63,M,2,339,Sports & Outdoors,East
60,M,1,210,Home & Kitchen,East
29,M,10,55,Home & Kitchen,South
43,F,11,497,Home & Kitchen,West
30,F,5,116,Sports & Outdoors,North
57,M,9,179,Sports & Outdoors,West
35,M,5,155,Home & Kitchen,West
42,M,11,365,Home & Kitchen,South
50,M,10,429,Sports & Outdoors,West
64,M,9,469,Home & Kitchen,West
57,F,10,187,Electronics,East
60,F,6,70,Electronics,East
29,F,3,433,Sports & Outdoors,North
61,M,4,12,Electronics,North
53,M,4,91,Fashion,East
65,F,1,272,Home & Kitchen,South
21,F,3,296,Fashion,South
22,M,3,330,Fashion,North
73,F,1,104,Fashion,East
54,F,9,73,Electronics,South
25,M,11,255,Home & Kitchen,West
59,F,1,86,Home & Kitchen,North
66,F,9,486,Sports & Outdoors,North
45,F,1,268,Fashion,West
48,M,2,102,Electronics,West
26,F,2,300,Fashion,North
71,F,6,280,Fashion,West
68,F,7,30,Home & Kitchen,South
46,M,11,71,Sports & Outdoors,North
31,M,1,348,Electronics,South
57,F,3,421,Home & Kitchen,North
58,M,2,269,Fashion,South
39,F,8,246,Home & Kitchen,East
28,M,9,150,Fashion,South
40,M,2,472,Electronics,West
18,F,2,444,Home & Kitchen,East
63,F,10,441,Home & Kitchen,North
54,F,9,176,Home & Kitchen,South
38,M,4,489,Home & Kitchen,North
43,F,5,76,Home & Kitchen,East
63,M,11,359,Electronics,West
53,M,9,67,Sports & Outdoors,West
71,F,6,221,Electronics,West
40,M,10,139,Home & Kitchen,North
74,F,9,34,Fashion,West
18,M,9,20,Fashion,West
71,F,7,266,Home & Kitchen,North
72,M,10,313,Sports & Outdoors,North
68,M,9,378,Home & Kitchen,East
57,F,5,441,Electronics,West
32,M,5,403,Sports & Outdoors,East
38,F,8,90,Sports & Outdoors,South
64,M,10,295,Electronics,South
26,M,4,428,Sports & Outdoors,South
70,M,9,379,Home & Kitchen,South
26,F,7,28,Home & Kitchen,North
27,F,7,119,Fashion,East
69,F,3,446,Electronics,East
74,F,4,43,Sports & Outdoors,North
70,F,7,297,Sports & Outdoors,South
43,M,11,341,Sports & Outdoors,East
58,M,11,264,Home & Kitchen,West
52,F,5,135,Electronics,North
69,M,3,218,Home & Kitchen,North
42,M,1,143,Sports & Outdoors,West
43,M,7,406,Home & Kitchen,South
28,M,6,496,Sports & Outdoors,South
55,F,10,95,Sports & Outdoors,East
19,M,7,84,Home & Kitchen,West
24,F,2,457,Sports & Outdoors,East
35,F,4,144,Home & Kitchen,South
44,M,2,310,Fashion,East
51,F,8,182,Home & Kitchen,West
44,M,7,222,Fashion,West
34,M,1,330,Fashion,West
60,M,2,359,Home & Kitchen,South
61,F,2,28,Electronics,North
68,F,4,128,Electronics,North
71,F,3,312,Home & Kitchen,North
41,M,1,311,Home & Kitchen,East
42,M,2,294,Sports & Outdoors,West
24,M,11,236,Sports & Outdoors,South
69,F,9,221,Home & Kitchen,North
23,M,1,365,Electronics,North
70,M,9,198,Sports & Outdoors,East
41,F,7,496,Sports & Outdoors,East
50,F,2,330,Electronics,North
66,F,2,160,Home & Kitchen,West
46,M,5,232,Electronics,West
60,M,5,137,Fashion,East
39,M,4,257,Sports & Outdoors,East
43,F,10,60,Sports & Outdoors,West
45,F,10,200,Sports & Outdoors,East
67,F,3,492,Electronics,East
38,F,4,246,Electronics,West
66,M,10,31,Home & Kitchen,West
24,M,4,119,Sports & Outdoors,South
34,M,2,336,Fashion,East
37,M,5,42,Home & Kitchen,East
58,M,5,136,Electronics,South
66,M,5,374,Fashion,East
37,M,11,365,Home & Kitchen,East
71,M,11,53,Electronics,North
39,F,10,16,Fashion,North
45,F,1,137,Home & Kitchen,North
57,M,6,100,Fashion,South
66,F,11,139,Electronics,East
24,M,2,26,Home & Kitchen,South
18,M,7,330,Electronics,South
49,F,4,195,Sports & Outdoors,East
30,M,5,119,Sports & Outdoors,West
47,M,5,295,Fashion,West
40,M,5,479,Sports & Outdoors,East
68,M,2,357,Electronics,West
73,M,5,490,Fashion,North
36,M,3,419,Home & Kitchen,East
49,M,4,172,Electronics,South
47,F,2,456,Home & Kitchen,North
46,F,4,84,Home & Kitchen,South
66,M,9,208,Home & Kitchen,West
62,F,8,421,Home & Kitchen,East
46,M,11,418,Electronics,North
47,M,3,454,Sports & Outdoors,East
33,M,1,370,Electronics,North
57,M,1,296,Sports & Outdoors,North
36,F,6,191,Home & Kitchen,North
35,F,3,460,Sports & Outdoors,East
18,F,4,106,Home & Kitchen,North
31,F,1,60,Fashion,North
68,M,8,323,Home & Kitchen,East
64,F,1,43,Sports & Outdoors,South
